"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"26.03.2020","10.000,96","9.621,24","10.000,96","9.526,17","160,45M","1,28%"
"25.03.2020","9.874,26","9.987,37","10.137,62","9.460,91","204,69M","1,79%"
"24.03.2020","9.700,57","9.242,06","9.700,57","9.102,17","203,84M","10,98%"
"23.03.2020","8.741,15","8.536,33","9.071,14","8.480,28","197,21M","-2,10%"
"20.03.2020","8.928,95","9.080,49","9.201,07","8.838,30","286,47M","3,70%"
"19.03.2020","8.610,43","8.495,94","8.668,48","8.257,53","205,54M","2,00%"
"18.03.2020","8.441,71","8.613,35","8.670,41","8.400,18","207,56M","-5,56%"
"17.03.2020","8.939,10","9.141,17","9.145,93","8.423,56","220,09M","2,25%"
"16.03.2020","8.742,25","8.728,48","8.967,11","8.255,65","302,20M","-5,31%"
"13.03.2020","9.232,08","9.480,78","9.985,74","9.064,68","325,90M","0,77%"
"12.03.2020","9.161,13","9.863,99","9.932,56","9.139,12","390,48M","-12,24%"
"11.03.2020","10.438,68","10.601,85","10.761,43","10.390,51","216,71M","-0,35%"
"10.03.2020","10.475,49","10.724,98","11.032,29","10.423,90","267,40M","-1,41%"
"09.03.2020","10.625,02","10.690,08","10.995,22","10.556,64","305,32M","-7,94%"
"06.03.2020","11.541,87","11.694,56","11.769,85","11.447,20","195,04M","-3,37%"
"05.03.2020","11.944,72","12.191,41","12.207,77","11.844,88","148,09M","-1,51%"
"04.03.2020","12.127,69","11.992,59","12.199,82","11.929,24","147,85M","1,19%"
"03.03.2020","11.985,39","12.013,06","12.272,99","11.906,82","195,94M","1,08%"
"02.03.2020","11.857,87","12.030,27","12.121,60","11.624,63","207,21M","-0,27%"
"28.02.2020","11.890,35","11.891,87","12.008,59","11.724,12","274,62M","-3,86%"
"27.02.2020","12.367,46","12.526,60","12.593,62","12.211,63","191,24M","-3,19%"
"26.02.2020","12.774,88","12.682,16","12.849,17","12.368,05","163,62M","-0,12%"
"25.02.2020","12.790,49","13.132,04","13.132,04","12.778,66","129,55M","-1,88%"
"24.02.2020","13.035,24","13.231,38","13.236,58","12.982,14","165,15M","-4,01%"
"21.02.2020","13.579,33","13.609,94","13.689,23","13.500,50","108,77M","-0,62%"
"20.02.2020","13.664,00","13.774,44","13.788,41","13.664,00","86,44M","-0,91%"
"19.02.2020","13.789,00","13.751,05","13.789,00","13.710,78","90,19M","0,79%"
"18.02.2020","13.681,19","13.668,94","13.731,39","13.660,45","82,09M","-0,75%"
"17.02.2020","13.783,89","13.770,67","13.795,24","13.754,04","57,40M","0,29%"
"14.02.2020","13.744,21","13.756,47","13.788,51","13.728,12","66,31M","-0,01%"
"13.02.2020","13.745,43","13.695,93","13.745,43","13.576,96","92,09M","-0,03%"
"12.02.2020","13.749,78","13.671,15","13.758,70","13.658,15","86,73M","0,89%"
"11.02.2020","13.627,84","13.604,74","13.668,43","13.557,96","104,75M","0,99%"
"10.02.2020","13.494,03","13.476,00","13.501,74","13.445,41","60,46M","-0,15%"
"07.02.2020","13.513,81","13.530,77","13.551,03","13.463,98","87,04M","-0,45%"
"06.02.2020","13.574,82","13.570,33","13.606,97","13.533,66","114,57M","0,72%"
"05.02.2020","13.478,33","13.224,27","13.488,58","13.223,14","108,45M","1,48%"
"04.02.2020","13.281,74","13.135,61","13.282,63","13.131,07","80,89M","1,81%"
"03.02.2020","13.045,19","13.033,17","13.077,57","12.987,53","81,39M","0,49%"
"31.01.2020","12.981,97","13.196,80","13.208,47","12.973,70","106,90M","-1,33%"
"30.01.2020","13.157,12","13.186,49","13.262,18","13.118,97","100,71M","-1,41%"
"29.01.2020","13.345,00","13.316,42","13.371,30","13.296,03","67,88M","0,16%"
"28.01.2020","13.323,69","13.274,01","13.327,12","13.163,36","91,83M","0,90%"
"27.01.2020","13.204,77","13.374,99","13.399,42","13.195,28","101,41M","-2,74%"
"24.01.2020","13.576,68","13.512,84","13.604,85","13.510,79","87,99M","1,41%"
"23.01.2020","13.388,42","13.455,90","13.486,14","13.382,23","90,75M","-0,94%"
"22.01.2020","13.515,75","13.601,65","13.640,06","13.498,03","73,13M","-0,30%"
"21.01.2020","13.555,87","13.456,90","13.560,68","13.443,25","64,63M","0,05%"
"20.01.2020","13.548,94","13.503,83","13.550,83","13.487,21","52,88M","0,17%"
"17.01.2020","13.526,13","13.513,48","13.557,78","13.497,30","86,34M","0,72%"
"16.01.2020","13.429,43","13.463,46","13.492,74","13.382,98","39,61M","-0,02%"
"15.01.2020","13.432,30","13.444,95","13.458,91","13.388,48","72,05M","-0,18%"
"14.01.2020","13.456,49","13.439,20","13.487,90","13.362,20","74,56M","0,04%"
"13.01.2020","13.451,52","13.521,86","13.529,21","13.404,72","67,21M","-0,24%"
"10.01.2020","13.483,31","13.533,46","13.548,20","13.483,31","77,94M","-0,09%"
"09.01.2020","13.495,06","13.474,76","13.523,34","13.456,78","86,97M","1,31%"
"08.01.2020","13.320,18","13.140,49","13.334,04","13.106,27","88,18M","0,71%"
"07.01.2020","13.226,83","13.199,59","13.283,88","13.166,40","78,28M","0,76%"
"06.01.2020","13.126,99","13.085,49","13.143,11","12.948,17","71,78M","-0,70%"
"03.01.2020","13.219,14","13.266,39","13.282,74","13.120,72","80,79M","-1,25%"
"02.01.2020","13.385,93","13.233,71","13.425,03","13.225,16","75,34M","1,03%"
