"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"24.09.2020","26.751,33","26.716,09","26.893,17","26.537,34","135,24M","-0,04%"
"23.09.2020","26.763,13","27.413,60","27.464,46","26.716,12","463,20M","-1,92%"
"22.09.2020","27.288,18","27.170,34","27.333,09","26.989,93","423,33M","0,52%"
"21.09.2020","27.147,70","27.484,71","27.484,71","26.715,15","523,66M","-1,84%"
"18.09.2020","27.657,42","27.864,87","27.946,69","27.487,97","703,89M","-0,88%"
"17.09.2020","27.901,98","27.834,18","28.056,79","27.647,93","439,89M","-0,47%"
"16.09.2020","28.032,38","28.031,69","28.364,77","28.021,67","416,65M","0,13%"
"15.09.2020","27.995,60","28.139,76","28.231,06","27.931,45","418,89M","0,01%"
"14.09.2020","27.993,33","27.718,74","28.086,06","27.718,74","384,09M","1,18%"
"11.09.2020","27.665,64","27.613,86","27.828,82","27.448,15","437,53M","0,48%"
"10.09.2020","27.534,58","28.022,51","28.174,78","27.447,08","447,59M","-1,45%"
"09.09.2020","27.940,47","27.711,71","28.206,21","27.704,54","467,06M","1,60%"
"08.09.2020","27.500,89","27.925,23","27.925,23","27.464,90","587,16M","-2,25%"
"04.09.2020","28.133,31","28.341,05","28.539,75","27.664,68","700,49M","-0,56%"
"03.09.2020","28.292,73","29.090,70","29.199,35","28.074,76","658,29M","-2,78%"
"02.09.2020","29.100,50","28.736,79","29.162,88","28.713,53","542,54M","1,59%"
"01.09.2020","28.645,66","28.439,61","28.659,26","28.290,72","428,66M","0,76%"
"31.08.2020","28.430,05","28.643,66","28.643,66","28.363,55","519,82M","-0,78%"
"28.08.2020","28.653,87","28.601,29","28.733,35","28.487,98","373,80M","0,57%"
"27.08.2020","28.492,27","28.384,07","28.634,22","28.363,93","405,09M","0,57%"
"26.08.2020","28.331,92","28.257,88","28.353,80","28.153,91","328,80M","0,30%"
"25.08.2020","28.248,44","28.347,42","28.400,74","28.094,57","341,13M","-0,21%"
"24.08.2020","28.308,46","28.077,58","28.314,94","28.041,75","385,44M","1,35%"
"21.08.2020","27.930,33","27.758,13","27.959,48","27.686,78","374,34M","0,69%"
"20.08.2020","27.739,73","27.622,68","27.781,46","27.526,25","306,05M","0,17%"
"19.08.2020","27.692,88","27.811,26","27.920,42","27.647,67","312,95M","-0,31%"
"18.08.2020","27.778,07","27.853,48","27.891,12","27.668,79","277,12M","-0,24%"
"17.08.2020","27.844,91","27.970,05","27.999,81","27.816,40","291,99M","-0,31%"
"14.08.2020","27.931,02","27.828,93","27.977,81","27.759,39","276,73M","0,12%"
"13.08.2020","27.896,72","27.922,51","27.986,10","27.789,78","364,41M","-0,29%"
"12.08.2020","27.976,84","27.860,24","28.043,89","27.843,32","342,07M","1,05%"
"11.08.2020","27.686,91","27.961,64","28.154,88","27.624,51","430,09M","-0,38%"
"10.08.2020","27.791,44","27.488,21","27.803,86","27.488,21","362,50M","1,30%"
"07.08.2020","27.433,48","27.321,68","27.456,24","27.223,55","324,93M","0,17%"
"06.08.2020","27.386,98","27.170,82","27.394,10","27.145,25","323,72M","0,68%"
"05.08.2020","27.201,52","26.924,78","27.221,67","26.924,78","369,98M","1,39%"
"04.08.2020","26.828,47","26.664,61","26.832,72","26.597,82","355,46M","0,62%"
"03.08.2020","26.664,40","26.542,32","26.707,26","26.534,38","439,38M","0,89%"
"31.07.2020","26.428,32","26.409,33","26.440,02","26.013,59","491,37M","0,44%"
"30.07.2020","26.313,65","26.367,42","26.374,93","25.992,28","358,29M","-0,85%"
"29.07.2020","26.539,57","26.388,44","26.602,45","26.375,39","347,58M","0,61%"
"28.07.2020","26.379,28","26.529,45","26.556,84","26.361,71","362,40M","-0,77%"
"27.07.2020","26.584,77","26.447,67","26.625,46","26.426,92","400,93M","0,43%"
"24.07.2020","26.469,89","26.533,41","26.625,70","26.402,86","497,97M","-0,68%"
