"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"20.04.2020","3.021,85","3.035,82","3.038,52","2.978,20","35,77M","0,21%"
"17.04.2020","3.015,41","3.015,13","3.018,65","2.980,96","51,30M","3,09%"
"16.04.2020","2.925,16","2.964,17","2.980,56","2.925,16","49,19M","0,15%"
"15.04.2020","2.920,82","3.044,73","3.055,01","2.919,67","47,23M","-4,48%"
"14.04.2020","3.057,66","3.130,57","3.142,78","3.046,45","42,59M","-1,12%"
"09.04.2020","3.092,39","3.105,80","3.138,49","3.051,05","47,45M","1,21%"
"08.04.2020","3.055,32","3.029,06","3.055,32","3.009,86","34,30M","0,72%"
"07.04.2020","3.033,57","3.035,72","3.068,61","3.001,16","55,72M","2,15%"
"06.04.2020","2.969,80","2.964,96","2.982,17","2.934,19","52,75M","3,95%"
"03.04.2020","2.857,05","2.881,42","2.895,26","2.838,42","37,14M","-1,32%"
"02.04.2020","2.895,40","2.878,26","2.912,73","2.829,22","47,39M","1,97%"
"01.04.2020","2.839,42","2.836,54","2.866,08","2.820,73","58,43M","-2,14%"
"31.03.2020","2.901,58","2.863,64","2.930,23","2.856,53","70,06M","2,64%"
"30.03.2020","2.826,94","2.854,22","2.854,22","2.755,29","52,01M","-1,25%"
"27.03.2020","2.862,79","2.932,17","2.946,85","2.802,99","49,28M","-4,71%"
"26.03.2020","3.004,43","2.853,09","3.004,43","2.839,00","42,32M","2,90%"
"25.03.2020","2.919,65","2.980,73","3.036,32","2.826,68","59,71M","1,82%"
"24.03.2020","2.867,59","2.794,77","2.867,59","2.781,20","60,55M","7,64%"
"23.03.2020","2.664,10","2.675,76","2.742,39","2.631,05","69,06M","-3,87%"
"20.03.2020","2.771,49","2.761,12","2.856,23","2.735,94","118,51M","5,14%"
"19.03.2020","2.636,02","2.631,19","2.720,44","2.565,42","70,94M","2,32%"
"18.03.2020","2.576,21","2.517,10","2.597,90","2.511,50","66,13M","1,88%"
"17.03.2020","2.528,77","2.635,01","2.639,16","2.426,72","82,12M","-0,27%"
"16.03.2020","2.535,58","2.622,50","2.622,81","2.406,75","88,59M","-7,22%"
"13.03.2020","2.732,80","2.795,70","2.950,36","2.701,78","101,73M","1,18%"
"12.03.2020","2.701,00","3.020,11","3.030,35","2.697,94","97,83M","-14,21%"
"11.03.2020","3.148,41","3.210,70","3.264,70","3.130,02","65,21M","-0,23%"
"10.03.2020","3.155,60","3.217,77","3.344,80","3.138,75","71,86M","-0,61%"
"09.03.2020","3.174,81","3.248,83","3.292,21","3.169,13","88,25M","-7,58%"
"06.03.2020","3.435,09","3.477,85","3.491,50","3.394,45","53,51M","-3,10%"
"05.03.2020","3.544,83","3.641,62","3.641,62","3.519,31","53,83M","-1,48%"
"04.03.2020","3.597,98","3.578,04","3.635,23","3.559,06","56,26M","0,64%"
"03.03.2020","3.575,13","3.611,08","3.649,14","3.568,78","51,00M","1,47%"
"02.03.2020","3.523,24","3.562,52","3.605,65","3.452,99","56,34M","0,99%"
"28.02.2020","3.488,60","3.534,90","3.550,84","3.439,90","73,76M","-4,15%"
"27.02.2020","3.639,51","3.732,55","3.747,36","3.603,35","52,58M","-4,98%"
"26.02.2020","3.830,34","3.789,83","3.841,19","3.686,72","44,54M","0,05%"
"25.02.2020","3.828,40","3.926,84","3.946,88","3.828,40","39,07M","-2,28%"
"24.02.2020","3.917,64","3.982,01","3.987,43","3.896,17","41,66M","-3,94%"
"21.02.2020","4.078,44","4.095,41","4.101,27","4.063,14","31,74M","-0,99%"
"20.02.2020","4.119,04","4.143,18","4.165,00","4.119,04","34,27M","-0,49%"
"19.02.2020","4.139,26","4.158,61","4.162,94","4.134,58","45,43M","-0,61%"
"18.02.2020","4.164,50","4.173,12","4.184,95","4.147,78","22,91M","-0,81%"
"17.02.2020","4.198,31","4.188,82","4.201,35","4.188,08","10,72M","0,31%"
"14.02.2020","4.185,44","4.185,33","4.198,05","4.180,59","15,51M","0,06%"
"13.02.2020","4.182,78","4.172,74","4.182,78","4.126,96","22,58M","-0,04%"
"12.02.2020","4.184,27","4.150,09","4.184,27","4.146,61","25,18M","0,77%"
"11.02.2020","4.152,30","4.121,67","4.156,80","4.121,67","24,99M","1,23%"
"10.02.2020","4.101,80","4.083,55","4.102,79","4.076,21","17,58M","0,16%"
"07.02.2020","4.095,20","4.124,90","4.126,33","4.072,25","23,28M","-1,09%"
"06.02.2020","4.140,23","4.113,86","4.146,10","4.113,86","32,25M","0,91%"
"05.02.2020","4.103,04","4.043,76","4.126,69","4.043,76","25,57M","1,56%"
"04.02.2020","4.039,92","3.954,70","4.043,56","3.954,43","24,23M","2,82%"
"03.02.2020","3.929,27","3.910,04","3.947,78","3.906,05","16,61M","0,55%"
"31.01.2020","3.907,61","3.938,80","3.952,53","3.901,58","26,16M","-0,52%"
"30.01.2020","3.927,86","3.932,20","3.950,06","3.916,15","20,25M","-0,94%"
"29.01.2020","3.965,01","3.957,25","3.981,77","3.954,55","18,30M","0,22%"
"28.01.2020","3.956,11","3.918,58","3.962,01","3.898,40","21,42M","1,35%"
"27.01.2020","3.903,50","3.945,71","3.950,16","3.899,68","26,14M","-2,48%"
"24.01.2020","4.002,84","4.000,29","4.035,93","4.000,29","19,72M","0,62%"
"23.01.2020","3.978,30","4.007,05","4.019,04","3.971,20","23,14M","-0,93%"
"22.01.2020","4.015,71","4.024,42","4.029,67","4.003,65","18,13M","-0,08%"
"21.01.2020","4.018,85","3.996,87","4.018,85","3.984,90","16,14M","0,15%"
"20.01.2020","4.012,67","4.010,31","4.013,11","3.991,23","10,96M","0,14%"
"17.01.2020","4.007,20","3.997,19","4.014,81","3.992,85","19,25M","0,49%"
"16.01.2020","3.987,78","3.978,42","3.990,74","3.964,85","16,77M","0,43%"
"15.01.2020","3.970,72","3.985,81","3.988,22","3.963,49","21,10M","-0,50%"
"14.01.2020","3.990,63","3.984,64","3.990,63","3.948,25","17,19M","0,15%"
"13.01.2020","3.984,58","4.026,23","4.033,14","3.973,10","17,65M","-0,63%"
"10.01.2020","4.009,88","4.025,00","4.025,00","4.008,99","14,83M","-0,10%"
"09.01.2020","4.013,98","4.018,96","4.034,08","4.007,53","23,65M","0,84%"
"08.01.2020","3.980,69","3.965,68","3.989,96","3.947,48","19,11M","-0,10%"
"07.01.2020","3.984,73","3.981,86","4.013,48","3.976,32","15,12M","0,33%"
"06.01.2020","3.971,78","3.960,57","3.973,87","3.918,73","16,62M","-0,57%"
"03.01.2020","3.994,61","4.002,17","4.008,14","3.976,68","16,48M","-0,53%"
"02.01.2020","4.015,93","3.982,56","4.021,77","3.982,56","20,11M","1,52%"
